Faculty Name,County Name,Beginning Date Q1,Ending Date Q1,Type of Hospital,Teaching/Rural Hospital,Available Beds Q1,Staff Beds Q1,Total Outpatient Visits Q1,Total Gross Inpatient Revenue Q1,Total Patient (Census) Days,Total Gross Outpatient Revenue Q1,Total Deductions from Revenue Q1,Total Capitation Premium Revenue Q1,Total Net Patient Revenue Q1,Total Operating Expenses Q1,Expenses (Inpatient) Q1,Expenses (Outpatient) Q1,PPC Expenses Q1,Log Total Outpatient Visits Q1,Log Total Gross Inpatient Revenue Q1,Log Total Patient (Census) Days Q1,Log Total Gross Outpatient Revenue Q1,Log Total Deductions from Revenue Q1,Log Total Capitation Premium Revenue Q1,Log Total Deductions from Revenue Q1,Log Total Net Patient Revenue Q1,Log Total Operating Expenses Q1,Log Expenses (Inpatient) Q1,Log Expenses (Outpatient) Q1,Log PPC Expenses Q1,Beginning Date Q2,Ending Date Q2,Available Beds Q2,Staff Beds Q2,Total Outpatient Visits Q2,Total Gross Inpatient Revenue Q2,Total Patient (Census) Days Q2,Total Gross Outpatient Revenue Q2,Total Deductions from Revenue Q2,Total Capitation Premium Revenue Q2,Total Net Patient Revenue Q2,Total Operating Expenses Q2,Inpatient Expenses Q2,Outpatient Expenses Q2,PCC Expenses Q2,Log Total Outpatient Visits Q2,Log Total Gross Inpatient Revenue Q2,Log Total Patient (Census) Days Q2,Log Total Gross Outpatient Revenue Q2,Log Total Deductions from Revenue Q2,Log Total Capitation Premium Revenue Q2,Log Total Deductions from Revenue Q2,Log Total Net Patient Revenue Q2,Log Total Operating Expenses Q2,Log Expenses (Inpatient) Q2,Log Expenses (Outpatient) Q2,Log PPC Expenses Q2
STANFORD HEALTH CARE,Santa Clara,1/1/2024,3/31/2024,Comparable,Teaching,741,741,611927,4386307752,64510,5378589599,7813573728,121352,1951444975,1818560725,0,0,0,13.32436991,22.20175365,11.07459103,22.40569202,22.77962663,15.49283793,22.77962663,21.39183595,21.32131122,0,0,0,4/1/2024,6/30/2024,753,753,622966,4409125913,65200,5572333878,7983921258,129681,1997668214,1931081694,0,0,0,13.34224883,22.2069423,11.08523009,22.44107981,22.80635168,14.53546178,22.80635168,21.41524644,21.38134615,0,0,0
STANFORD HEALTH CARE TRI-VALLEY,Alameda,1/1/2024,3/31/2024,Comparable,N/A,207,207,79500,344295747,9956,380707325,590408131,0,134594941,131035925,0,0,4865546,11.28352488,19.65701158,9.2060311,19.75754146,20.20289983,15.46989946,20.20289983,18.7177804,18.69098209,0,0,15.3976897,4/1/2024,6/30/2024,207,207,82207,353537110,9957,405660112,628600853,0,130596369,129851186,0,0,3748097,11.3170079,19.68349902,9.206131527,19.82102621,20.32857331,14.47025573,20.32857331,18.68762198,18.68189964,0,0,15.13675907
STANISLAUS SURGICAL HOSPITAL,Stanislaus,1/1/2024,3/31/2024,Comparable,N/A,23,23,5440,12927303,183,29023889,35616221,0,6334971,8295548,0,0,0,8.601718146,16.37485222,5.214935758,17.18362984,17.49209175,15.46989946,17.49209175,15.66159595,15.93122966,0,0,0,4/1/2024,6/30/2024,23,23,3302,9905128,124,17363525,23001394,0,4267259,7614310,0,0,0,8.102586425,16.10856326,4.828313737,16.66988236,18.03924098,14.47025573,18.03924098,15.26648249,15.84554006,0,0,0
STAR VIEW ADOLESCENT - PHF,Los Angeles,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1293680,1064,0,0,0,1293680,1048294,0,0,0,0,14.0730022,6.970730078,0,15.17516855,15.46989946,15.17516855,14.0730022,13.86267559,0,0,0,4/1/2024,6/30/2024,16,16,0,1257587,1072,0,0,0,1257587,1495006,0,0,0,0,14.04470616,6.978213743,0,17.6285164,14.47025573,17.6285164,14.04470616,14.21764145,0,0,0
STOCKTON REGIONAL REHABILITATION HOSPITAL,San Joaquin,1/1/2024,3/31/2024,Comparable,N/A,50,50,0,8866282,2301,0,4231029,0,4635253,6530648,0,0,0,0,15.99776621,7.741533589,0,15.91056582,15.46989946,15.91056582,15.34920156,15.69201688,0,0,0,4/1/2024,6/30/2024,50,50,0,12223957,3142,0,5937482,0,6286475,7629586,0,0,0,0,16.31890835,8.052933037,0,17.75171561,14.47025573,17.75171561,15.65391122,15.84754427,0,0,0
SURPRISE VALLEY COMMUNITY HOSPITAL,Modoc,1/1/2024,3/31/2024,Comparable,Rural,26,26,809,1259315,1026,299086,83657,0,1474744,2570958,0,0,0,6.697034248,14.04607927,6.93439721,12.60848978,15.19641995,15.46989946,15.19641995,14.20399565,14.75978954,0,0,0,4/1/2024,6/30/2024,26,26,1021,1183940,1239,387365,279345,0,1291960,2475021,0,0,0,6.929516771,13.98435926,7.122866659,12.86712526,17.63466586,14.47025573,17.63466586,14.07167178,14.72175984,0,0,0
SUTTER - YUBA - PHF,Sutter,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,819317,391,0,0,0,819317,1932545,0,0,0,0,13.61622757,5.97126184,0,15.17516855,15.46989946,15.17516855,13.61622757,14.47434886,0,0,0,4/1/2024,6/30/2024,16,16,0,553197,264,0,0,0,553197,2420059,0,0,0,0,13.22347126,5.579729826,0,17.6285164,14.47025573,17.6285164,13.22347126,14.69930289,0,0,0
SUTTER AMADOR HOSPITAL,Amador,1/1/2024,3/31/2024,Comparable,Rural,52,34,13624,41736895,2633,54528413,68920802,930,27345436,27038251,0,0,0,9.51966162,17.54689609,7.876258882,17.81423248,18.10344164,15.47007727,18.10344164,17.12406024,17.11276316,0,0,0,4/1/2024,6/30/2024,52,29,16835,35366544,2190,57388684,66714431,949,26041746,22462421,0,0,0,9.73127473,17.38127687,7.69211334,17.86535772,18.53401647,14.47074868,18.53401647,17.07521146,16.92735434,0,0,0
SUTTER AUBURN FAITH HOSPITAL,Placer,1/1/2024,3/31/2024,Comparable,N/A,64,46,34958,61684023,3563,106903293,130848014,4849063,42588365,41774834,0,0,0,10.46193123,17.93753553,8.178638789,18.48743519,18.71887889,16.12595925,18.71887889,17.56709168,17.54780468,0,0,0,4/1/2024,6/30/2024,64,43,37858,58667037,3333,116804600,139321553,5719818,41869902,37641641,0,0,0,10.54162401,17.88738859,8.111928063,18.57601302,19.03374473,15.84949307,19.03374473,17.55007782,17.4436215,0,0,0
SUTTER CENTER FOR PSYCHIATRY,Sacramento,1/1/2024,3/31/2024,Comparable,N/A,73,63,4135,11891154,5079,8358083,10132091,34926,10152072,12891457,0,0,0,8.327484416,16.2913054,8.533066541,15.93873977,16.45649118,15.47655543,16.45649118,16.13318848,16.37207548,0,0,0,4/1/2024,6/30/2024,73,62,4086,12380242,5004,8532172,10225225,510,10687699,12987612,0,0,0,8.315566484,16.33161245,8.518192692,15.95935463,17.83210226,14.47052068,17.83210226,16.18460411,16.37950662,0,0,0
SUTTER COAST HOSPITAL,Del Norte,1/1/2024,3/31/2024,Comparable,Rural,49,33,21119,37974883,2519,55958736,65295443,150192,28788368,28508725,0,0,0,9.957975738,17.45243555,7.832014181,17.84012514,18.0523713,15.49821287,18.0523713,17.17548201,17.16572077,0,0,0,4/1/2024,6/30/2024,49,31,23185,35735247,2369,58813010,67463975,195640,27279922,20662780,0,0,0,10.05130393,17.3916481,7.770645234,17.88987366,18.54068649,14.56706437,18.54068649,17.12166157,16.84384462,0,0,0
SUTTER DAVIS HOSPITAL,Yolo,1/1/2024,3/31/2024,Comparable,N/A,48,47,18335,64537087,3804,100466000,122285400,5183405,47901092,44220531,0,0,0,9.81662162,17.98275062,8.24407127,18.42532993,18.65322209,16.15859324,18.65322209,17.68464888,17.60469976,0,0,0,4/1/2024,6/30/2024,57,49,22687,69429943,4046,111412994,136688033,6056271,50211175,39811241,0,0,0,10.02959143,18.0558288,8.305731145,18.52875453,19.01937653,15.89256463,19.01937653,17.73174819,17.49965989,0,0,0
SUTTER DELTA MEDICAL CENTER,Contra Costa,1/1/2024,3/31/2024,Comparable,N/A,141,83,41877,134966504,6307,137141601,210742577,0,61365528,62862314,0,0,0,10.64251591,18.72053719,8.749573948,18.73652454,19.18446083,15.46989946,19.18446083,17.93235882,17.95645742,0,0,0,4/1/2024,6/30/2024,141,82,41833,134618752,6188,139354044,218266975,0,55705821,54262129,0,0,0,10.64146469,18.71795729,8.730528802,18.75252834,19.38976631,14.47025573,19.38976631,17.83559522,17.80933712,0,0,0
SUTTER LAKESIDE HOSPITAL,Lake,1/1/2024,3/31/2024,Comparable,Rural,25,23,18549,27145666,1846,63817908,64133989,90560,26920145,26956513,0,0,0,9.828225068,17.116728,7.52131798,17.97154441,18.03544244,15.48706713,18.03544244,17.10838549,17.10973553,0,0,0,4/1/2024,6/30/2024,25,22,21575,26449676,1783,65926492,66493373,73546,25956341,19377652,0,0,0,9.979336865,17.0907545,7.486613313,18.00405094,18.53204081,14.50775633,18.53204081,17.07192653,16.77963105,0,0,0
SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Santa Cruz,1/1/2024,3/31/2024,Comparable,N/A,28,8,7794,9882490,450,57312143,44118611,0,23076022,23275121,0,0,0,8.961237781,16.10627516,6.11146734,17.8640231,17.6869922,15.46989946,17.6869922,16.95430467,16.96289562,0,0,0,4/1/2024,6/30/2024,28,8,7228,8461855,475,57390431,43092152,0,22760134,20383319,0,0,0,8.885855993,15.95107909,6.165417854,17.86538816,18.2971394,14.47025573,18.2971394,16.9405211,16.83022748,0,0,0
SUTTER MEDICAL CENTER - SACRAMENTO,Sacramento,1/1/2024,3/31/2024,Comparable,N/A,523,488,82193,868368028,39673,601390836,1087432149,60350174,442676889,433454445,0,0,0,11.31683759,20.58212618,10.58845134,20.21475559,20.81066023,17.9987822,20.81066023,19.90835069,19.88729726,0,0,0,4/1/2024,6/30/2024,523,477,92006,850501656,38692,619396412,1106629138,61850064,425118994,396027960,0,0,0,11.42961994,20.56133692,10.56341398,20.24425603,20.86469204,17.97086737,20.86469204,19.86787968,19.79699538,0,0,0
SUTTER ROSEVILLE MEDICAL CENTER,Placer,1/1/2024,3/31/2024,Comparable,N/A,382,382,78110,646349409,33860,375592441,792721152,35162016,264382714,269263534,0,0,0,11.26588617,20.2868508,10.43001919,19.74401518,20.49588333,17.5141398,20.49588333,19.39290829,19.41120114,0,0,0,4/1/2024,6/30/2024,382,382,86684,651846163,33003,384985930,791372348,37676232,283135977,249959527,0,0,0,11.37003614,20.29531915,10.40438405,19.76871735,20.54492679,17.494362,20.54492679,19.46143783,19.33680957,0,0,0
SUTTER SANTA ROSA REGIONAL HOSPITAL,Sonoma,1/1/2024,3/31/2024,Comparable,N/A,124,115,26386,195350515,9323,185645800,278210794,10330805,113116326,123245437,0,0,0,10.18062674,19.09030602,9.140347,19.03935112,19.45779222,16.56025829,19.45779222,18.54392729,18.62968836,0,0,0,4/1/2024,6/30/2024,124,116,32147,197326485,9405,202195617,298731998,10929303,111719407,106272049,0,0,0,10.37810552,19.1003702,9.149103063,19.12474619,19.65620557,16.3691621,19.65620557,18.531501,18.48151287,0,0,0
SUTTER SOLANO MEDICAL CENTER,Solano,1/1/2024,3/31/2024,Comparable,N/A,106,62,19198,85302911,4680,90096897,130191922,308156,45516042,46728595,0,0,0,9.862613473,18.26171915,8.451267041,18.31639629,18.71399778,15.52715102,18.71399778,17.63357542,17.65986687,0,0,0,4/1/2024,6/30/2024,106,59,18969,82899416,4434,89789531,131655547,344648,41378048,39024247,0,0,0,9.850614063,18.23313859,8.397282895,18.31297896,18.99133202,14.63498197,18.99133202,17.53826108,17.47969375,0,0,0
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,Sutter,1/1/2024,3/31/2024,Comparable,N/A,14,3,1330,7793300,170,27362352,23577564,0,11578088,14192096,0,0,0,7.193685818,15.86877508,5.141663557,17.12467865,17.12869333,15.46989946,17.12869333,16.26462499,16.46819582,0,0,0,4/1/2024,6/30/2024,14,4,1161,6278671,222,24948108,22008642,0,9218137,11909491,0,0,0,7.057897937,15.65266905,5.407171771,17.03230859,18.0245965,14.47025573,18.0245965,16.03668362,16.29284629,0,0,0
SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,1/1/2024,3/31/2024,Comparable,N/A,77,44,27253,70470644,3270,114880418,135948766,1118160,50520456,41486575,0,0,0,10.21295558,18.0707068,8.092851028,18.55940231,18.75603541,15.66365713,18.75603541,17.7378889,17.54088046,0,0,0,4/1/2024,6/30/2024,77,42,32504,66217104,3076,123260442,140408120,1236886,50306312,34279826,0,0,0,10.3891492,18.00844937,8.031710375,18.6298101,19.03961329,14.96656918,19.03961329,17.73364113,17.35006761,0,0,0
TAHOE FOREST HOSPITAL,Nevada,1/1/2024,3/31/2024,Comparable,Rural,62,62,23185,23106419,3930,132112284,80136532,0,75082171,60474764,0,0,0,10.05130393,16.95562106,8.276649125,18.69916276,18.24670101,15.46989946,18.24670101,18.1340937,17.91773673,0,0,0,4/1/2024,6/30/2024,62,62,23819,24213261,3926,131546189,83552444,0,72207006,63056105,0,0,0,10.07828084,17.00241106,8.275631055,18.6948686,18.67407258,14.47025573,18.67407258,18.09504765,17.95953546,0,0,0
TARZANA TREATMENT CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,60,60,0,6757602,4223,0,2647125,0,4110477,3988017,0,0,0,0,15.7261788,8.348537825,0,15.69375135,15.46989946,15.69375135,15.22904988,15.19880492,0,0,0,4/1/2024,6/30/2024,60,60,0,4973050,3330,0,1547974,0,3425076,3240160,0,0,0,0,15.41954409,8.111027838,0,17.66212708,14.47025573,17.66212708,15.04663451,14.99113358,0,0,0
TELECARE EL DORADO COUNTY P.H.F.,El Dorado,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,2212000,1106,0,636637,0,1575363,1525658,0,0,0,0,14.60940809,7.009408933,0,15.32656313,15.46989946,15.32656313,14.26999691,14.23793701,0,0,0,4/1/2024,6/30/2024,16,16,0,2202000,1101,0,943484,0,1258516,1436605,0,0,0,0,14.60487705,7.00488199,0,17.64913608,14.47025573,17.64913608,14.0454446,14.17779395,0,0,0
TELECARE HERITAGE - PHF,Alameda,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,26,26,0,4109160,1698,0,1143570,0,2965590,3385240,0,0,0,0,15.22872943,7.437795122,0,15.43260528,15.46989946,15.43260528,14.9025869,15.03493566,0,0,0,4/1/2024,6/30/2024,26,26,0,3751000,1550,0,1040679,0,2710321,3264624,0,0,0,0,15.1375333,7.346655163,0,17.6512363,14.47025573,17.6512363,14.812578,14.99865546,0,0,0
TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,Riverside,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,2790000,1395,0,1272431,0,1517569,1567924,0,0,0,0,14.84155251,7.241366283,0,15.45785932,15.46989946,15.45785932,14.23262093,14.26526365,0,0,0,4/1/2024,6/30/2024,16,16,0,2746000,1373,0,1228431,0,1517569,1447440,0,0,0,0,14.82565623,7.225481473,0,17.65528086,14.47025573,17.65528086,14.23262093,14.18530773,0,0,0
TELECARE SANTA CRUZ - PHF,Santa Cruz,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,3871920,1326,0,1275807,0,2596113,2430093,0,0,0,0,15.16926132,7.190676034,0,15.45851245,15.46989946,15.45851245,14.76952627,14.7034405,0,0,0,4/1/2024,6/30/2024,16,16,0,3679200,1260,0,1239409,0,2439791,2350446,0,0,0,0,15.11820617,7.139660336,0,17.65551685,14.47025573,17.65551685,14.70742335,14.67011608,0,0,0
TELECARE STANISLAUS COUNTY - PHF,Stanislaus,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,2280000,1140,0,752729,0,1527271,1713324,0,0,0,0,14.63968644,7.03966035,0,15.35185936,15.46989946,15.35185936,14.2389937,14.35394648,0,0,0,4/1/2024,6/30/2024,16,16,0,2364000,1182,0,363518,0,2000482,1458558,0,0,0,0,14.67586608,7.075808864,0,17.63651145,14.47025573,17.63651145,14.50889921,14.19295952,0,0,0
TELECARE WILLOW ROCK CENTER - PHF,Alameda,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,5677000,811,0,3570255,0,2106745,1961026,0,0,0,0,15.55193366,6.69950034,0,15.82575153,15.46989946,15.82575153,14.56065513,14.48897887,0,0,0,4/1/2024,6/30/2024,16,16,0,4291000,613,0,2281910,0,2009090,1924633,0,0,0,0,15.2720306,6.419994928,0,17.67767646,14.47025573,17.67767646,14.51319294,14.47024638,0,0,0
TEMECULA VALLEY HOSPITAL,Riverside,1/1/2024,3/31/2024,Comparable,N/A,140,140,11519,307686877,11688,185659179,423196187,0,70149869,63014133,0,0,0,9.351839934,19.54459319,9.366403508,19.03942319,19.87250778,15.46989946,19.87250778,18.06614451,17.95886961,0,0,0,4/1/2024,6/30/2024,140,140,11996,310814844,11305,196999742,433863079,0,73951507,68940604,0,0,0,9.392411898,19.55470794,9.333088837,19.09871298,19.98752308,14.47025573,19.98752308,18.11892014,18.04875589,0,0,0
TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,San Luis Obispo,1/1/2024,3/31/2024,Comparable,Rural,114,54,11316,166728258,4710,152415921,284313705,0,34830474,31472704,0,0,0,9.334061299,18.93187585,8.457655479,18.84212367,19.47919496,15.46989946,19.47919496,17.36600328,17.26463122,0,0,0,4/1/2024,6/30/2024,114,63,9351,149281625,5314,166407677,286093038,0,29596264,34181379,0,0,0,9.143345503,18.82134519,8.578288291,18.92995123,19.61877449,14.47025573,19.61877449,17.20315873,17.34719161,0,0,0
THE BETTY FORD CENTER,Riverside,1/1/2024,3/31/2024,Comparable,N/A,100,85,3336,13704478,7014,2601260,8487189,0,7818549,5718401,0,0,0,8.112827479,16.43323327,8.855805993,14.77150689,16.3317584,15.46989946,16.3317584,15.87200967,15.55919995,0,0,0,4/1/2024,6/30/2024,100,85,3514,13040656,6721,2784215,8064031,0,7760840,5919443,0,0,0,8.164794804,16.3835825,8.813141008,14.83947688,17.79239183,14.47025573,17.79239183,15.86460126,15.59375308,0,0,0
TOM REDGATE MEMORIAL RECOVERY CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,63,63,0,1629881,3707,0,0,0,1629881,1396341,0,0,0,0,14.30401818,8.218247927,0,15.17516855,15.46989946,15.17516855,14.30401818,14.14936652,0,0,0,4/1/2024,6/30/2024,63,63,0,1598335,4116,0,0,0,1598335,1241194,0,0,0,0,14.28447365,8.322880022,0,17.6285164,14.47025573,17.6285164,14.28447365,14.03158518,0,0,0
TORRANCE MEMORIAL MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,435,427,128997,895757187,35307,660285529,1350326052,21299906,227016570,259950807,0,0,0,11.76755218,20.61317994,10.47186485,20.30818292,21.02649215,17.09377877,21.02649215,19.24053357,19.37600297,0,0,0,4/1/2024,6/30/2024,435,420,137147,897212635,34760,684892948,1383961986,22541553,220685150,230220463,0,0,0,11.82881591,20.61480344,10.45625135,20.34477311,21.08041451,17.01280334,21.08041451,19.21224759,19.25454795,0,0,0
TOTALLY KIDS REHABILITATION HOSPITAL,San Bernardino,1/1/2024,3/31/2024,Comparable,N/A,81,81,99,10100619,5537,23760,1664939,0,8459440,8291664,0,0,0,4.605170186,16.12810737,8.619388704,10.07580086,15.53107269,15.46989946,15.53107269,15.95079365,15.93076135,0,0,0,4/1/2024,6/30/2024,81,81,56,10603185,5890,13440,1428356,0,9188269,8680582,0,0,0,4.043051268,16.17666508,8.681181042,9.506065016,17.65956975,14.47025573,17.65956975,16.03343823,15.97659925,0,0,0
TRI-CITY MEDICAL CENTER,San Diego,1/1/2024,3/31/2024,Comparable,N/A,386,151,34773,149460233,11147,127611793,204031212,4636070,77676884,78711149,0,0,0,10.45662526,18.82254092,9.319015389,18.66450335,19.15269316,16.1046003,19.15269316,18.16806828,18.18129538,0,0,0,4/1/2024,6/30/2024,386,149,43140,180636375,11060,158974464,265504872,4534051,78640018,84673757,0,0,0,10.6722291,19.0119966,9.311180687,18.88425415,19.55463196,15.68093908,19.55463196,18.18039128,18.25431629,0,0,0
TRINITY HOSPITAL,Trinity,1/1/2024,3/31/2024,Comparable,Rural,38,23,7308,3438951,1951,6440774,4482785,117886,5514826,7432782,0,0,0,8.896861744,15.05067733,7.576609767,15.67815943,15.94107753,15.49219002,15.94107753,15.52295084,15.82141091,0,0,0,4/1/2024,6/30/2024,38,27,8281,3145616,1731,7325451,-7187340,116018,17774425,7724473,0,0,0,9.021839764,14.96152061,7.457032089,15.80686542,17.45569907,14.52878874,17.45569907,16.69327124,15.85990429,0,0,0
UC DAVIS REHABILITATION HOSPITAL,Sacramento,1/1/2024,3/31/2024,Comparable,N/A,52,52,0,14111376,2156,0,7834813,0,6276563,7123824,0,0,0,0,16.46249191,7.676473646,0,16.27763243,15.46989946,16.27763243,15.65233325,15.77895536,0,0,0,4/1/2024,6/30/2024,52,52,0,13509086,2194,0,6885265,0,6623821,7329312,0,0,0,0,16.41887313,7.693937326,0,17.77004928,14.47025573,17.77004928,15.7061831,15.80739235,0,0,0
UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,Alameda,1/1/2024,3/31/2024,Comparable,N/A,155,155,86990,233324499,10112,289671166,372865503,0,150130162,186579792,0,0,0,11.37355994,19.26794075,9.221577004,19.48425693,19.7471199,15.46989946,19.7471199,18.82701323,19.04436955,0,0,0,4/1/2024,6/30/2024,155,155,86837,235768303,9956,275548503,200287142,0,311029664,241002935,0,0,0,11.37179959,19.27836012,9.2060311,19.43427423,19.31910685,14.47025573,19.31910685,19.55539885,19.30031967,0,0,0
UCSF MEDICAL CENTER,San Francisco,1/1/2024,3/31/2024,Comparable,Teaching,791,754,628245,2994474534,68590,3042128401,4455371419,78570,1581310086,1604110214,0,0,0,13.35068709,21.82003461,11.13591661,21.83582324,22.21825008,15.48481101,22.21825008,21.18151951,21.19583506,0,0,0,4/1/2024,6/30/2024,791,751,645103,3011206978,68290,3237446615,4257614984,1104698,1992143307,1797548088,0,0,0,13.37716682,21.82560683,11.13153327,21.89805077,22.18255536,14.92385863,22.18255536,21.41247694,21.3096894,0,0,0
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,Sacramento,1/1/2024,3/31/2024,Comparable,Teaching,705,705,285977,1958177915,58192,1628562087,2715803828,22437129,893373303,992139681,0,0,0,12.56367016,21.39528024,10.97152035,21.21096331,21.72378694,17.13575136,21.72378694,20.61051509,20.71537446,0,0,0,4/1/2024,6/30/2024,660,660,294145,1969683231,55450,1713792333,2652902913,9940026,1040512677,1003188956,0,0,0,12.59183152,21.40113857,10.92325503,21.26197449,21.71584674,16.28907631,21.71584674,20.76297939,20.72644972,0,0,0
UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Orange,1/1/2024,3/31/2024,Comparable,Teaching,459,459,232386,945751189,39609,790486213,1159574587,385697,577048512,554810335,0,0,0,12.35615936,20.66749008,10.58683689,20.48815877,20.87467228,15.54105544,20.87467228,20.1734369,20.13413688,0,0,0,4/1/2024,6/30/2024,459,459,241793,928869076,38965,838954568,1187756620,553175,580620199,664695772,0,0,0,12.3958414,20.64947836,10.57044475,20.54766711,20.93275092,14.72289252,20.93275092,20.1796074,20.31484001,0,0,0
UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,San Diego,1/1/2024,3/31/2024,Comparable,Teaching,887,818,361532,1618780752,62897,1654810248,2224746940,0,1048844060,912015216,0,0,0,12.7981086,21.20493908,11.04926965,21.22695219,21.52465818,15.46989946,21.52465818,20.7709545,20.63116723,0,0,0,4/1/2024,6/30/2024,890,890,301238,1619447459,61502,1775239623,2424469818,0,970217264,917707876,0,0,0,12.61565925,21.20535085,11.02684123,21.29720125,21.62738527,14.47025573,21.62738527,20.69303059,20.63738968,0,0,0
USC ARCADIA HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,294,294,18855,333566308,17555,148314705,397435810,0,84445203,97236352,0,0,0,9.844586445,19.62535223,9.773151051,18.81484697,19.81029626,15.46989946,19.81029626,18.25161341,18.3926552,0,0,0,4/1/2024,6/30/2024,294,294,19478,328446737,17369,156524506,401592946,0,83378297,93629196,0,0,0,9.877092241,19.60988525,9.762499859,18.86872315,19.9177991,14.47025573,19.9177991,18.23889862,18.35485283,0,0,0
USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,60,43,54638,94717895,3868,409099840,343608722,0,160209013,137453671,0,0,0,10.90850319,18.36641352,8.260751355,19.82946979,19.66628553,15.46989946,19.66628553,18.89198986,18.73879749,0,0,0,4/1/2024,6/30/2024,60,50,56334,99225101,4515,406468136,360696380,0,144996857,142718986,0,0,0,10.93907129,18.41290158,8.415381925,19.8230161,19.8218212,14.47025573,19.8218212,18.79222263,18.77638813,0,0,0
USC VERDUGO HILLS HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,158,89,18361,138951371,8068,114044062,210109426,0,42886007,61003381,0,0,0,9.818038591,18.74963459,8.995784838,18.55209545,19.18150661,15.46989946,19.18150661,17.57405618,17.92643986,0,0,0,4/1/2024,6/30/2024,158,89,17274,132365080,7660,120370634,212159343,0,40576371,59742576,0,0,0,9.757015649,18.70107443,8.943897803,18.60608617,19.36631939,14.47025573,19.36631939,17.51869648,17.90555551,0,0,0
VALLEY CHILDREN'S HOSPITAL,Madera,1/1/2024,3/31/2024,Comparable,N/A,358,228,115779,380723576,18811,242154067,400358724,0,222518919,214179372,0,0,0,11.65944712,19.75758415,9.842250243,19.30508473,19.81755292,15.46989946,19.81755292,19.22052269,19.18232441,0,0,0,4/1/2024,6/30/2024,358,200,118194,388448247,18152,247765739,441698627,0,194515359,215217882,0,0,0,11.68009108,19.77767051,9.806591115,19.32799426,20.00374385,14.47025573,20.00374385,19.08602169,19.18716148,0,0,0
VALLEY PRESBYTERIAN HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,350,225,22403,189171397,18613,83991826,190488869,60465557,143139911,149353499,0,0,0,10.01699479,19.05816403,9.831669265,18.24623005,19.08534475,18.00054007,19.08534475,18.77933312,18.82182654,0,0,0,4/1/2024,6/30/2024,350,214,22605,180759247,17689,91517562,188936142,61738073,145078740,155205378,0,0,0,10.02597064,19.01267658,9.780754787,18.33204146,19.27178208,17.96910978,19.27178208,18.79278719,18.86025982,0,0,0
